keyword,page,weibo_id,weibo_url,user_name,user_home,publish_time,reposts,comments,likes,content
人工智能问诊,2,1937088735524131182,https://api.zhihu.com/answers/1937088735524131182,知企科技,https://api.zhihu.com/people/7432b2fd4eecdb739b3bd93ebc1e2019,2025-08-08T09:52:23,,,,“问诊”这一步能利用大数据做出一个人工智能吗？ 需要技术持续迭代与伦理规范的双轮驱动。 从“望闻问切”到“云端问诊”，科技重塑了医患连接的形态。<em>AI问诊</em>系统正悄悄改变着医疗资源流动的轨迹
人工智能问诊,2,581708809,https://api.zhihu.com/answers/581708809,陈遥,https://api.zhihu.com/people/69365da184262ad521f953cc1b7d39a5,2019-01-25T15:05:35,1,,1,当下流行的AI智能问诊是什么？ 作为一名IT技术人员，对于AI智能，略有了解。众所周知AI是<em>人工智能</em>，<em>AI智能问诊</em>，也就是把人工智运用于医疗领域
人工智能问诊,2,1937167411158704532,https://api.zhihu.com/answers/1937167411158704532,蓝字计划,https://api.zhihu.com/people/032d7b1252204bca11bc36cf5f211a7f,2025-08-08T15:05:01,4,,4,AI能否替代医生问诊？ 立马刷新了很多人的对 <em>AI</em> 的认知，原来 AI 除了帮我们偷懒和娱乐外，还能用来“<em>问诊</em>”。 但从网友们的反应来看
人工智能问诊,2,584038261,https://api.zhihu.com/answers/584038261,狗脊,https://api.zhihu.com/people/3fc54913bdd2bce36c05aac86ecaa873,2019-01-28T17:13:25,1,,,为什么说人工智能问诊才是在线问诊的未来？ 路是走出来的，把人做主体，才能提现人工智能的优势。 <em>人工智能问诊</em>是中国医疗可能走的最快的路，但不一定最适合中国的国情
人工智能问诊,2,31703b5ca0bd20cdecbd1a28a970bf9e,https://www.zhihu.com/question/31703b5ca0bd20cdecbd1a28a970bf9e,,,,,,,
人工智能问诊,2,1963627502674097960,https://api.zhihu.com/answers/1963627502674097960,健康管理培训,https://api.zhihu.com/people/781dfa1c9b6c25851eecde52c96510cf,2025-10-20T15:27:59,,,,线上问诊和 AI 辅助诊断真的靠谱吗，未来会取代线下看病吗？ 线上<em>问诊</em>和 <em>AI</em> 辅助诊断的靠谱性，早已在政策规范与技术落地中形成支撑，但 “取代线下<em>看病</em>” 始终是伪命题
人工智能问诊,2,2386050693,https://api.zhihu.com/answers/2386050693,vector,https://api.zhihu.com/people/831a12891f1f4ef139cfad96a4fe8331,2022-03-12T17:52:46,3,,2,请问：有没有人在研究用人工智能（AI）助力中医问诊？比如，用AI建立人类脉搏模型，诊断疾病? 曾经看到自动化学报的一篇文章，用知识图谱搞了一个<em>问诊</em>平台进行中医诊断的，用的是症状作为输入，诊断作为输出
人工智能问诊,2,8227789236,https://api.zhihu.com/articles/8227789236,彬及琳,https://api.zhihu.com/people/2ce75aa29029fcde8cfcd8d56eb79bac,2024-11-21T18:03:09,4,,,<em>AI</em>医疗工具测评（个人健康咨询） 笔者分别尝试了3款<em>AI</em>医疗工具，来看看作为个人健康咨询的话，使用体验如何？ 这3款<em>AI</em>医疗工具分别是：
人工智能问诊,2,1971528180889257286,https://api.zhihu.com/answers/1971528180889257286,CpP,https://api.zhihu.com/people/03dddcfa73473e250462b8389d2d509a,2025-11-11T10:42:27,,,,如果你的诊断主要由 AI 给出，你会更信任医生还是 AI 的结论？ 你们为什么这么信<em>AI</em>………… AI医疗我私以为的最大问题是信息输入。比如你觉得肚子疼，然后问<em>AI</em>，未受过医学训练的人大概率只会打出“肚子疼”三个字给AI
人工智能问诊,2,1911449952120442966,https://api.zhihu.com/articles/1911449952120442966,医联健康,https://api.zhihu.com/people/99e43ba6ebde9a595b867095011acd19,2025-05-29T15:53:50,4,,,<em>AI看病</em>软件哪个好？ 网络搜索看见的信息可信度、夸大性又让人恐惧，随着AI医疗的发展，<em>AI看病</em>软件让越来越多的用过的用户觉得值得使用、参考，所以<em>AI看病</em>软件哪个好
人工智能问诊,2,1936224840261542871,https://api.zhihu.com/answers/1936224840261542871,银创产业通,https://api.zhihu.com/people/66e37deff805481390bc8402933a33b2,2025-08-06T00:39:35,,,,请问：有没有人在研究用人工智能（AI）助力中医问诊？比如，用AI建立人类脉搏模型，诊断疾病? INTRODUCTION &lt;<em>AI</em> for医疗健康企业图谱&gt; 01 <em>AI</em>+医疗健康发展现状分析 02 Al
人工智能问诊,2,1921650279994070187,https://api.zhihu.com/questions/1921650279994070187,,,,,,,<em>人工智能在问诊</em>环节如何保证其合理性？
人工智能问诊,2,91735088221,https://api.zhihu.com/answers/91735088221,rising Li,https://api.zhihu.com/people/642422a2d3b16a153a357eab70e394bb,2025-02-03T09:38:16,28,,,问一下知乎的医生们，以后的患者要是用DeepSeek问答的内容和你们对线要怎么办？ 我已经开始用<em>AI</em>来帮我诊治疑难患者了，根据我把之前已经确诊的疑难病人的资料发给<em>AI</em>所得出的结论，可以看出即便非医疗型的AI也能在大多数情况下给出正确或者接近正确的答案
人工智能问诊,2,,,东直门行者,https://api.zhihu.com/people/f78431deacd49b40138602103ceb3a78,,5,,,今日焦点-<em>人工智能</em>遇上中医：人工智能“把脉<em>问诊</em>” 创新中医药服务模式
人工智能问诊,2,1902705094245478481,https://api.zhihu.com/answers/1902705094245478481,留一生,https://api.zhihu.com/people/10756b6aa6b3236f4b09181149c28ec7,2025-05-05T12:44:05,6,,,你有通过 AI 诊断过疾病的经历吗？ 但是还得要医生做出最后的疾病诊断。 普通人用<em>AI问诊</em>？不要太乐观 这几年，网上各种<em>AI问诊</em>、小程序、健康机器人火得一塌糊涂
人工智能问诊,2,7e6f567ca7f4d264af9089439064da38,https://www.zhihu.com/question/7e6f567ca7f4d264af9089439064da38,,,,,,,
人工智能问诊,2,94865801853,https://api.zhihu.com/answers/94865801853,西安水哥,https://api.zhihu.com/people/c5f229f52e8d76f8cc887e04efdedb9b,2025-02-07T12:57:57,84,,127,DeepSeek能够进行中医辩证处方吗？ 那得荒唐到何种程度。 所以，中医<em>AI</em>的核心，仍然是中医水平高低的较量，而不是<em>AI</em>，AI充其量只是一个工具。 第二
人工智能问诊,2,1974911618065404856,https://api.zhihu.com/articles/1974911618065404856,数字健康快讯,https://api.zhihu.com/people/3a9ead107dbb3d424e67cfb294e69ad6,2025-11-20T18:47:04,2,,,<em>AI看病</em>到底靠不靠谱？专家、用户观点完全对立 特别是像泰积健康推动的 <em>AI</em> 中医系统，在基层、乡镇、边区的落地证明——<em>AI</em> 正在真正解决“<em>看病</em>难、看病慢、看病贵”的现实问题
人工智能问诊,2,103481745615,https://api.zhihu.com/answers/103481745615,社会科学,https://api.zhihu.com/people/54f65452f7eaa34f4ba07dea10c4dd3e,2025-02-17T22:13:30,178,,72,AI医生在三甲医院辅助诊疗，病情评估更快更准，3-5分钟给出诊断报告，AI未来会取代人类医生吗？ 以至于这个问题表现的平平无奇，才15个回答。 <em>AI</em>医生最大的作用不是<em>问诊</em>自动化，不是给患者带来的那么点、也许暂时还没有的便利
人工智能问诊,2,1906316969042511268,https://api.zhihu.com/answers/1906316969042511268,诚信期待合作,https://api.zhihu.com/people/e2afb19ac2b8a20dbbbeca48f288008d,2025-05-15T11:56:23,1,,,你对于现在网上AI看病有什么看法，AI医生真的可以看病吗？ 比较可信，<em>AI</em>所能查阅和记忆的内容比真人医生要多得多，但要结合自己的实际情况综合考虑，<em>AI</em>引用错误的观点也是有可能的
人工智能问诊,3,1979557724556632215,https://api.zhihu.com/articles/1979557724556632215,争实科技,https://api.zhihu.com/people/d8bb7da2b86340154b5c051b73012b0d,2025-12-03T14:34:02,,,,互联网医院<em>AI预问诊</em>：重塑线上问诊的第一公里 一份清晰、条理的预<em>问诊</em>报告已经生成，静候医生查阅。 二、<em>AI</em>预<em>问诊</em>带来的核心价值 AI预问诊的价值是多方共赢的
人工智能问诊,3,1929241154190292221,https://api.zhihu.com/answers/1929241154190292221,BOZZTEK,https://api.zhihu.com/people/8b009b3577959e3b2b2bc30e344cd696,2025-07-17T18:08:54,,,,AI能否替代医生问诊？ 到生产落地全流程跟进，让<em>智能</em>硬件精准匹配业务，助力行业效率升级 。 医疗<em>问诊</em>效率革命已至，用这款<em>智能</em> <em>AI</em> <em>问诊</em>机打破传统桎梏
人工智能问诊,3,1977352708634731656,https://api.zhihu.com/articles/1977352708634731656,遗失的美好,https://api.zhihu.com/people/2a9dd67d5cccbf5b61e77b78f433de7c,2025-11-27T12:28:30,2,,,Spring <em>AI</em> + PostgreSQL 向量库：构建<em>智能</em>医院<em>问诊</em>客服助手 Spring <em>AI</em> + PostgreSQL 向量库：构建<em>智能</em>医院<em>问诊</em>客服助手 摘要 在医疗场景中，患者常常面临挂号困难、疾病咨询复杂等问题
人工智能问诊,3,663138355,https://api.zhihu.com/articles/663138355,优云智算,https://api.zhihu.com/people/74f95e23c9a6e20f546e362b179587d3,2023-10-24T18:39:33,5,,,<em>AI问诊</em>逐渐取代医生是不是伪命题？实测国内外医疗专用大模型！ 而在之前的25名医生都没有诊断正确，<em>AI</em>大模型能否代替一部分初级的<em>问诊</em>？下面我们就来实测一下！ 01 百度灵医BOT(国内)
人工智能问诊,3,2952416716,https://api.zhihu.com/answers/2952416716,澳洋数字,https://api.zhihu.com/people/b7e3806e29f4392139d5f7bffd8d9ac1,2023-03-25T08:56:09,5,,1,AI能否替代医生问诊？ <em>AI</em>不能替代医生<em>问诊</em>。 因为人是具有思想和情感的，虽然<em>人工智能</em>技术的发展推动了医疗事业的进步，但是医疗人工智能是不可能取代医生这个行业的
人工智能问诊,3,1970526232455144011,https://api.zhihu.com/articles/1970526232455144011,膝清堂宝哥,https://api.zhihu.com/people/560d3bd2a9faed3dbe8d7a80d2e0e37c,2025-11-08T16:24:22,1,,,你见过线上中医<em>问诊</em>吗？华稷<em>智能AI</em>中医大脑让中医智能化，从线下搬到线上了 养老院等大健康店和知名品牌青睐 华稷<em>AI智能</em>中医体检-AI望诊仪(面诊、舌诊、<em>问诊</em>、手诊) 服务体系: 1.体质检测准确率超95%
人工智能问诊,3,32732706134,https://api.zhihu.com/articles/32732706134,中医传人,https://api.zhihu.com/people/3c9ef9d40645eba9f7bbc774cfa5c656,2025-03-26T13:17:30,8,,,DeepSeek开药方靠谱吗？ 不少人开始尝试向<em>AI</em>求一张中医药方，而DeepSeek则一瞬间化身“老中医”。 足不出户，<em>AI问诊</em>，情况如何
人工智能问诊,3,671186488,https://api.zhihu.com/articles/671186488,智慧源码库,https://api.zhihu.com/people/e183872a51482e1ec1290fcb37015030,2023-12-08T17:38:02,2,,,智能导诊系统：基于<em>人工智能</em>和大数据技术开发，通过对患者的症状、病史等信息进行计算分析，快速推荐科室和医生 <em>AI</em>+医疗的<em>智能</em>导诊系统 一、什么是智能导诊系统？ 智能导诊系统是一种基于<em>人工智能</em>和大数据技术开发的医疗辅助软件
人工智能问诊,3,117858339674,https://api.zhihu.com/answers/117858339674,Nulli Cedo,https://api.zhihu.com/people/3710a49e2ced81a4b71113048430b979,2025-03-06T15:25:10,256,,133,多地医院接入 DeepSeek，会如何改变传统诊疗方式？医疗行业的人如何拥抱 AI? 听诊湿啰音，输入<em>AI</em> AI建议查胸片和验血，AI诊断肺右下叶影像学实质化，验血<em>AI</em>诊断为白血球上升，中性粒上升
人工智能问诊,3,109345501396,https://api.zhihu.com/answers/109345501396,Corbicula,https://api.zhihu.com/people/1667ef52ca31308d7a5079e3ac573f3e,2025-02-24T19:58:37,218,,36,医生治疗方案被质疑，发现患者用 DeepSeek 给出的诊断结果才是对的，AI 未来会取代医生问诊吗？ 并且不会进行真正的思维实验。LLM在所有<em>AI</em>技术中是网友最容易获得震撼体验的<em>AI</em>类型，但不是最适合医疗诊断的AI类型。 我当然相信AI诊断有一天会完全取代人
人工智能问诊,3,21246863907,https://api.zhihu.com/articles/21246863907,iceflame,https://api.zhihu.com/people/6c71286926f3f587d60be60d779274f0,2025-02-04T15:06:32,1,,,<em>人工智能AI</em>有望在不久的将来代替西医医生 西医看病的程序化和流水线化为<em>AI看病</em>提供了很大的可能，近年兴起的网上<em>问诊</em>已经让病人不需要再去医院排队看病
人工智能问诊,3,25957124406,https://api.zhihu.com/articles/25957124406,赛鲁斯,https://api.zhihu.com/people/9f06eb92190023a8a9306d18ad07c39d,2025-02-24T12:31:32,1,,,医生被质疑后发现DeepSeek才是对的，<em>AI</em>问病靠谱吗？ 普通医生，律师，财务，甚至教师都是<em>人工智能</em>最先冲击的行业。说白了，人工智能在归纳总结方面有天然的优势！ 不喜欢乱怼
人工智能问诊,3,2695821055,https://api.zhihu.com/answers/2695821055,陆宣霏,https://api.zhihu.com/people/49e7250572b8c21f749864750808a85a,2022-09-30T11:04:16,5,,1,现阶段人工智能可以进行一对一的心理咨询吗？ 就像我们去医院里面<em>问诊</em>，<em>人工智能</em>的机器人只能回答我们模块化的东西和知识，但取代不了医生面对面的<em>问诊</em>和判断。 人工智能可以解放人类很多劳动力
人工智能问诊,3,22595811490,https://api.zhihu.com/articles/22595811490,李祺 Varman,https://api.zhihu.com/people/56098e4df408a18f245eaf5896f4e6f7,2025-02-09T20:59:44,13,,,DeepSeek 提示词技巧：用DeepSeek完成中医<em>问诊</em>，养生从未如此简单 中医<em>问诊</em> 中医问诊是中医诊断的核心环节，属于“四诊”（望、闻、问、切）的重要组成部分。它通过医患对话
人工智能问诊,3,1973689481677804537,https://api.zhihu.com/answers/1973689481677804537,医策科技,https://api.zhihu.com/people/b63f8217ff8643eea4a453d445add7b9,2025-11-17T09:50:41,,,,AI 辅助诊断系统引入医院后，医生的工作效率是提高了还是更复杂了？ 从医策科技在病理<em>AI</em>领域的实践来看，AI辅助诊断系统引入医院后，医生的核心诊断效率是显著提高了，而非变得更复杂
人工智能问诊,3,1972651220146611296,https://api.zhihu.com/answers/1972651220146611296,基因解密,https://api.zhihu.com/people/fa031b36659b8a61041bdd65a847f6a7,2025-11-14T13:05:00,1,,1,人工智能在医学影像诊断中会取代医生吗？ 背后的逻辑并不复杂：<em>AI</em> 让影像诊断变得更高效，也更容易获取，推高了整体检查数量。而 <em>AI</em> 所能胜任的，仍然只是流程中的一部分
人工智能问诊,3,1962062920323172144,https://api.zhihu.com/answers/1962062920323172144,月迷津渡,https://api.zhihu.com/people/a28314374dac2655d63df510470c2d55,2025-10-16T07:50:53,,,,作为临床医生，在使用人工智能辅助诊断设备后，你觉得对实际工作带来了哪些改变？ 现在最普及的就还是放射科吧，现在<em>ai</em>对肺结节，脑灌注的诊断比人正确多了。前段时间<em>ai</em>对主动脉夹层的判断也比<em>人工</em>销量高很多。
人工智能问诊,3,1946605571139675519,https://api.zhihu.com/articles/1946605571139675519,新智元,https://api.zhihu.com/people/59ee4d25ff7a093ad6590f32bc9e4361,2025-09-03T16:09:58,30,,,柳叶刀惊曝：<em>AI</em>让医生6个月「废功」20%，癌症检出率崩盘！ 检查在有或没有<em>AI</em>辅助的情况下随机进行。 在未得到<em>AI</em>辅助的检查中，有795例是在常规使用<em>AI</em>前进行的，648例则是在引入AI工具后进行的
人工智能问诊,3,3464583299,https://api.zhihu.com/answers/3464583299,中药免煎颗粒,https://api.zhihu.com/people/6d5cfe2f293e8a90eae73c1c52d60721,2024-04-13T15:02:34,6,,1,线上问诊有哪些坑? 线上<em>问诊</em>不要问大三甲医院医生，他们平时都忙得不得了，怕是很少有精力，线上<em>问诊</em>，即使问诊也估计敷衍了事
人工智能问诊,3,114615359678,https://api.zhihu.com/answers/114615359678,乘海生,https://api.zhihu.com/people/497b74cb1f7cbf4d64b9195a34062f2f,2025-03-02T22:40:33,35,,3,DeepSeek 会让医生失业吗？ 内科也基本上是<em>ai</em>诊疗，30秒就可以看一个病人，秒生成处方和检查项目。 然而人命关天，<em>ai看病</em>是需要医生把关的
人工智能问诊,4,2907668794,https://api.zhihu.com/answers/2907668794,码蹄集,https://api.zhihu.com/people/20ad69967fe91041b69430f958621ea8,2023-02-23T18:59:30,2,,4,AI能否替代医生问诊？ 再去确认一下病情嘛…… 从技术上来说，要让<em>AI</em>代替医生<em>问诊</em>，并不是不可能的。以图像技术为例，对于<em>AI</em>来说，图片数据分辨力达到0
人工智能问诊,4,559963553,https://api.zhihu.com/articles/559963553,数字化刘老师,https://api.zhihu.com/people/22101acf7be39758c0216270cc5dfe3b,2022-08-31T19:50:35,,,,第22期：如何理解什么是“<em>智能问诊</em>”？ <em>智能问诊</em>是<em>人工智能</em>技术在医疗领域的重要应用。所谓<em>智能问诊</em>，就是指机器代替医生与患者进行对话，了解患者的病情
人工智能问诊,4,2772620536,https://api.zhihu.com/answers/2772620536,陆玖传媒,https://api.zhihu.com/people/b16ed1f29965d0c65c520a44e284532b,2022-11-24T14:22:09,3,,6,如何看待医疗智能问诊? 生成问诊总结并发送给患者 <em>智能问诊</em> 除以上功能外，左医「智能医助、智能在线问诊」产品还具备智能匹配回复话术、<em>智能</em>常用语、智能知识库、医生排班等功能
人工智能问诊,4,2966335556,https://api.zhihu.com/answers/2966335556,海旭,https://api.zhihu.com/people/3601393633321ab58b95e611f63c354b,2023-04-03T14:22:44,1,,,AI能否替代医生问诊？ AI在医学图像识别、疾病预测、治疗方案制定等方面都有着很好的应用前景。但是，目前的<em>AI</em>技术还无法完全代替医生进行<em>问诊</em>。 <em>AI</em>在问诊中的应用主要是通过数据分析和机器学习等技术
人工智能问诊,4,2654292410,https://api.zhihu.com/answers/2654292410,数字化刘老师,https://api.zhihu.com/people/22101acf7be39758c0216270cc5dfe3b,2022-08-31T19:50:35,,,,如何看待医疗智能问诊? <em>智能问诊</em>是<em>人工智能</em>技术在医疗领域的重要应用。所谓<em>智能问诊</em>，就是指机器代替医生与患者进行对话，了解患者的病情
人工智能问诊,4,1899003691618504867,https://api.zhihu.com/answers/1899003691618504867,江小北,https://api.zhihu.com/people/9e4acad5ae9df4c47942590fb845fe4c,2025-04-25T07:36:01,,,,deepseek「AI 问诊」真的很有用吗？它对心理精神病类的判断如何？还是说其只适合询问生理病？ 特别是你问的那种——心理精神类。 一、<em>AI</em> <em>问诊</em>是个啥？别被营销洗脑了 很多人一听「<em>AI</em> <em>问诊</em>」就觉得好高大上，脑子里就浮现个白大褂的AI医生
人工智能问诊,4,1963560615009293832,https://api.zhihu.com/answers/1963560615009293832,漫步溜达,https://api.zhihu.com/people/5bc0960cba52c6e7e2d5c7c14347052a,2025-10-20T11:02:11,,,,线上问诊和 AI 辅助诊断真的靠谱吗，未来会取代线下看病吗？ 线上<em>问诊</em>和 <em>AI</em> 辅助诊断真的靠谱吗，未来会取代线下<em>看病</em>吗？ 线上<em>问诊</em>和 <em>AI</em> 辅助诊断真的靠谱吗，这个靠谱是有概率的
人工智能问诊,4,29861415,https://api.zhihu.com/answers/29861415,蒋甬杭,https://api.zhihu.com/people/16e6d956ec63e88f89275d25578a8f08,2014-08-29T12:47:39,6,,1,用人工智能逐渐代替门诊医生是否有可行性？ <em>问诊</em>在一定程度上可以自动化。比如 病人进入系统后，系统不断提出问题，是单选或复选（如果让病人自己用自然语言描述
人工智能问诊,4,1895574735238193976,https://api.zhihu.com/answers/1895574735238193976,阿鹿说健康,https://api.zhihu.com/people/c57418d1cb2f1aa490d14f0e2ea00520,2025-04-15T20:30:34,23,,,AI看病靠谱吗？ 先说结论：目前<em>AI看病</em>还不太靠谱，但通过AI获取疾病知识还是靠谱的。 我实测下来，目前国内主流的大模型
人工智能问诊,4,117007515668,https://api.zhihu.com/answers/117007515668,叶岚山,https://api.zhihu.com/people/ee48d06eb67b779dd1d3b4ee0c761d54,2025-03-05T15:48:18,56,,15,多地医院接入 DeepSeek，会如何改变传统诊疗方式？医疗行业的人如何拥抱 AI? 现在有医院已经在试行使用<em>AI</em>写病历了。 能省事到什么程度呢？ 比如出门诊的时候，医生正常都是一边<em>问诊</em>、给病人查体
人工智能问诊,4,1950957788579763148,https://api.zhihu.com/articles/1950957788579763148,逛逛GitHub,https://api.zhihu.com/people/17808ad4067e8072a219e97c9ae44de0,2025-09-15T17:06:04,52,,,1 个神级<em>智能</em>问数工具，刚开源就 1500 Star 了。 SQL。 01、<em>智能</em>问数系统，开源了 这是一个基于 <em>AI</em> 大模型和 RAG 技术的<em>智能</em>问数系统。 接入
