keyword,page,note_id,note_url,user_name,user_home,publish_time,reposts,comments,likes,content,comment_user,comment_content,comment_likes
AI问诊,1,6914745000000000040001b1,https://www.xiaohongshu.com/explore/6914745000000000040001b1?xsec_token=ABklPtKJsFo2RbCMTaQtCi5JDpy9ufFE58_UakqAUEcuI=&xsec_source=pc_search&source=web_search_result_notes,,,编辑于 11-29 上海,,10,,"AI问诊访谈招募！！！！
📢📢大家好~我是一名研究生，目前围绕AI问诊开展研究，有相关经历的朋友可以来聊一聊~ 💡【研究主题】 ""AI问诊情景下的患者行为"" 希望通过此研究能够增进对AI问诊的理解，为平台优化服务模式、医院完善相关服务提供策略参考。💡【招募对象】 AI问诊服务深度用户（如ChatGPT、Deepseek、豆包等通用大模型以及春雨慧问、MedGPT、AQ等专业的医疗大模型进行预问诊、用药建议、健康咨询等）。特别是有过与AI互动的经历之后与医生讨论的经历。目前缺男性受访者！！！ ⏰【访谈时间】 约30-60分钟，视具体情况而定 💡【访谈形式】 线上即可，无需露脸，但需要录音 💡【声明与报酬】 -访谈内容仅作为学术研究使用，绝不会泄露个人信息与隐私，不会外传，论文完成后销毁 -可提供10-20元报酬，视访谈内容和时间而定。由于此次访谈没有经费，所以只能提供小额的红包。访谈完全遵循自愿原则。感谢您的参与！ 💡【备注】 需要访谈者提供基础身份信息（如年龄、职业）。承诺仅用于本研究，相关身份资料仅以匿名形式出现。#AI聊天#AI人工智能#AIGC#AI#大模型#AI聊天#AI人工智能#AIGC#AI#大模型
编辑于 11-29 上海",Momo,"1
11-12上海
赞
回复",
AI问诊,1,6914745000000000040001b1,https://www.xiaohongshu.com/explore/6914745000000000040001b1?xsec_token=ABklPtKJsFo2RbCMTaQtCi5JDpy9ufFE58_UakqAUEcuI=&xsec_source=pc_search&source=web_search_result_notes,,,编辑于 11-29 上海,,10,,"AI问诊访谈招募！！！！
📢📢大家好~我是一名研究生，目前围绕AI问诊开展研究，有相关经历的朋友可以来聊一聊~ 💡【研究主题】 ""AI问诊情景下的患者行为"" 希望通过此研究能够增进对AI问诊的理解，为平台优化服务模式、医院完善相关服务提供策略参考。💡【招募对象】 AI问诊服务深度用户（如ChatGPT、Deepseek、豆包等通用大模型以及春雨慧问、MedGPT、AQ等专业的医疗大模型进行预问诊、用药建议、健康咨询等）。特别是有过与AI互动的经历之后与医生讨论的经历。目前缺男性受访者！！！ ⏰【访谈时间】 约30-60分钟，视具体情况而定 💡【访谈形式】 线上即可，无需露脸，但需要录音 💡【声明与报酬】 -访谈内容仅作为学术研究使用，绝不会泄露个人信息与隐私，不会外传，论文完成后销毁 -可提供10-20元报酬，视访谈内容和时间而定。由于此次访谈没有经费，所以只能提供小额的红包。访谈完全遵循自愿原则。感谢您的参与！ 💡【备注】 需要访谈者提供基础身份信息（如年龄、职业）。承诺仅用于本研究，相关身份资料仅以匿名形式出现。#AI聊天#AI人工智能#AIGC#AI#大模型#AI聊天#AI人工智能#AIGC#AI#大模型
编辑于 11-29 上海",Yaksing,"最近怎么这么多类似访谈？今天才对谈了一次
11-12浙江
赞
回复",
AI问诊,1,68cfda07000000000b03f1b5,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5?xsec_token=ABjEPPGJngqDYJL3rEk4QETgQ_kmWCbco2u7XLUd9HKlo=&xsec_source=pc_search&source=web_search_result_notes,,,09-21,,7,,"AI➕中医真的🐮
有机器进行舌诊和脉诊 真的太权威了 和医生看的结果一样 上面是部分结果 而且这个调理结果 具体到饮食 真细致 再次感叹AI真的强大#中医#机器人#中医养生#身体#中医院#调理
09-21",榕树,"在哪？可以免费体验一下吗
09-21
赞
2",
AI问诊,1,68cfda07000000000b03f1b5,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5?xsec_token=ABjEPPGJngqDYJL3rEk4QETgQ_kmWCbco2u7XLUd9HKlo=&xsec_source=pc_search&source=web_search_result_notes,,,09-21,,7,,"AI➕中医真的🐮
有机器进行舌诊和脉诊 真的太权威了 和医生看的结果一样 上面是部分结果 而且这个调理结果 具体到饮食 真细致 再次感叹AI真的强大#中医#机器人#中医养生#身体#中医院#调理
09-21",暮&然,"中医是玄学，也许Al可以把脉，但是中药方剂加减可是玄学和经验体会而来的，al无法替代的
09-21
2
1",
AI问诊,1,68cfda07000000000b03f1b5,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5?xsec_token=ABjEPPGJngqDYJL3rEk4QETgQ_kmWCbco2u7XLUd9HKlo=&xsec_source=pc_search&source=web_search_result_notes,,,09-21,,7,,"AI➕中医真的🐮
有机器进行舌诊和脉诊 真的太权威了 和医生看的结果一样 上面是部分结果 而且这个调理结果 具体到饮食 真细致 再次感叹AI真的强大#中医#机器人#中医养生#身体#中医院#调理
09-21",Suzy 😘芒果作者,"北京中医院深圳龙岗医院一楼
09-22
赞
1",
AI问诊,1,68cfda07000000000b03f1b5,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5?xsec_token=ABjEPPGJngqDYJL3rEk4QETgQ_kmWCbco2u7XLUd9HKlo=&xsec_source=pc_search&source=web_search_result_notes,,,09-21,,7,,"AI➕中医真的🐮
有机器进行舌诊和脉诊 真的太权威了 和医生看的结果一样 上面是部分结果 而且这个调理结果 具体到饮食 真细致 再次感叹AI真的强大#中医#机器人#中医养生#身体#中医院#调理
09-21",圆滚滚,"多少钱
11-01
赞
回复",
AI问诊,1,68cfda07000000000b03f1b5,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5?xsec_token=ABjEPPGJngqDYJL3rEk4QETgQ_kmWCbco2u7XLUd9HKlo=&xsec_source=pc_search&source=web_search_result_notes,,,09-21,,7,,"AI➕中医真的🐮
有机器进行舌诊和脉诊 真的太权威了 和医生看的结果一样 上面是部分结果 而且这个调理结果 具体到饮食 真细致 再次感叹AI真的强大#中医#机器人#中医养生#身体#中医院#调理
09-21",中科美容设备,"想了解
09-30
赞
回复",
AI问诊,1,68cfda07000000000b03f1b5,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5?xsec_token=ABjEPPGJngqDYJL3rEk4QETgQ_kmWCbco2u7XLUd9HKlo=&xsec_source=pc_search&source=web_search_result_notes,,,09-21,,7,,"AI➕中医真的🐮
有机器进行舌诊和脉诊 真的太权威了 和医生看的结果一样 上面是部分结果 而且这个调理结果 具体到饮食 真细致 再次感叹AI真的强大#中医#机器人#中医养生#身体#中医院#调理
09-21",Jiang D,"请问哪里可以做检测
09-21
赞
回复",
AI问诊,1,68cfda07000000000b03f1b5,https://www.xiaohongshu.com/explore/68cfda07000000000b03f1b5?xsec_token=ABjEPPGJngqDYJL3rEk4QETgQ_kmWCbco2u7XLUd9HKlo=&xsec_source=pc_search&source=web_search_result_notes,,,09-21,,7,,"AI➕中医真的🐮
有机器进行舌诊和脉诊 真的太权威了 和医生看的结果一样 上面是部分结果 而且这个调理结果 具体到饮食 真细致 再次感叹AI真的强大#中医#机器人#中医养生#身体#中医院#调理
09-21",广州中医大健康产业博览会-4月1-3日,"11-23广东
赞
回复",
AI问诊,1,68ab19b5000000001d0091fa,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa?xsec_token=AB28EpcxOgfAmiDWJmSsxCTciFMM18IECKUsfiO9ytUtA=&xsec_source=pc_search&source=web_search_result_notes,,,08-24,,7,,"AI问诊访谈招募！！！
hello大家~我是北京外国语大学国际新闻与传播学院研究生，正在为毕业论文招募访谈对象！ 🌟主题：用户AI问诊的动机与健康认知 🌟研究目的：明确AI问诊的特征，增进社会对于AI问诊的理解，进一步促进人工智能问诊的应用，加速人工智能与医疗领域的深度融合。与此同时，通过检视问诊行为背后的动机转向，了解用户问诊心理，为用户健康素养提升提供一定的策略依据。。 🌟访谈方式 1.线上线下均可（线下只接受北外校内访谈～） 2.访谈时长：30min-60min，视具体情况而定。 3.备注：需要访谈者提供基础身份信息（承诺仅用于本篇论文研究，相关身份资料在论文中会以匿名形式出现） 🌟受访者要求： 1. Deepseek问诊深度使用者（使用频率过去半年在6次以上，每次对话不少于3组） 2. 对于AI问诊有自己的见解 如有其他AI平台的问诊经验，也可以来和我分享~ 🎆声明与报酬 - 本人保证：访谈内容仅作为学术研究使用，绝不会泄露个人信息与隐私。 - 可提供20元报酬（线下掉落小零食/奶茶），可接受互访~ 	 #AI人工智能#AI聊天#问诊#ai问诊#人工智能发展#毕业论文
08-24",S.,"举手
08-25
赞
回复",
AI问诊,1,68ab19b5000000001d0091fa,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa?xsec_token=AB28EpcxOgfAmiDWJmSsxCTciFMM18IECKUsfiO9ytUtA=&xsec_source=pc_search&source=web_search_result_notes,,,08-24,,7,,"AI问诊访谈招募！！！
hello大家~我是北京外国语大学国际新闻与传播学院研究生，正在为毕业论文招募访谈对象！ 🌟主题：用户AI问诊的动机与健康认知 🌟研究目的：明确AI问诊的特征，增进社会对于AI问诊的理解，进一步促进人工智能问诊的应用，加速人工智能与医疗领域的深度融合。与此同时，通过检视问诊行为背后的动机转向，了解用户问诊心理，为用户健康素养提升提供一定的策略依据。。 🌟访谈方式 1.线上线下均可（线下只接受北外校内访谈～） 2.访谈时长：30min-60min，视具体情况而定。 3.备注：需要访谈者提供基础身份信息（承诺仅用于本篇论文研究，相关身份资料在论文中会以匿名形式出现） 🌟受访者要求： 1. Deepseek问诊深度使用者（使用频率过去半年在6次以上，每次对话不少于3组） 2. 对于AI问诊有自己的见解 如有其他AI平台的问诊经验，也可以来和我分享~ 🎆声明与报酬 - 本人保证：访谈内容仅作为学术研究使用，绝不会泄露个人信息与隐私。 - 可提供20元报酬（线下掉落小零食/奶茶），可接受互访~ 	 #AI人工智能#AI聊天#问诊#ai问诊#人工智能发展#毕业论文
08-24",甜味糯玉米,"报名
08-25
赞
回复",
AI问诊,1,68ab19b5000000001d0091fa,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa?xsec_token=AB28EpcxOgfAmiDWJmSsxCTciFMM18IECKUsfiO9ytUtA=&xsec_source=pc_search&source=web_search_result_notes,,,08-24,,7,,"AI问诊访谈招募！！！
hello大家~我是北京外国语大学国际新闻与传播学院研究生，正在为毕业论文招募访谈对象！ 🌟主题：用户AI问诊的动机与健康认知 🌟研究目的：明确AI问诊的特征，增进社会对于AI问诊的理解，进一步促进人工智能问诊的应用，加速人工智能与医疗领域的深度融合。与此同时，通过检视问诊行为背后的动机转向，了解用户问诊心理，为用户健康素养提升提供一定的策略依据。。 🌟访谈方式 1.线上线下均可（线下只接受北外校内访谈～） 2.访谈时长：30min-60min，视具体情况而定。 3.备注：需要访谈者提供基础身份信息（承诺仅用于本篇论文研究，相关身份资料在论文中会以匿名形式出现） 🌟受访者要求： 1. Deepseek问诊深度使用者（使用频率过去半年在6次以上，每次对话不少于3组） 2. 对于AI问诊有自己的见解 如有其他AI平台的问诊经验，也可以来和我分享~ 🎆声明与报酬 - 本人保证：访谈内容仅作为学术研究使用，绝不会泄露个人信息与隐私。 - 可提供20元报酬（线下掉落小零食/奶茶），可接受互访~ 	 #AI人工智能#AI聊天#问诊#ai问诊#人工智能发展#毕业论文
08-24",想吃个大螃蟹,"报名，可以说经常用AI问诊
08-24
赞
回复",
AI问诊,1,68ab19b5000000001d0091fa,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa?xsec_token=AB28EpcxOgfAmiDWJmSsxCTciFMM18IECKUsfiO9ytUtA=&xsec_source=pc_search&source=web_search_result_notes,,,08-24,,7,,"AI问诊访谈招募！！！
hello大家~我是北京外国语大学国际新闻与传播学院研究生，正在为毕业论文招募访谈对象！ 🌟主题：用户AI问诊的动机与健康认知 🌟研究目的：明确AI问诊的特征，增进社会对于AI问诊的理解，进一步促进人工智能问诊的应用，加速人工智能与医疗领域的深度融合。与此同时，通过检视问诊行为背后的动机转向，了解用户问诊心理，为用户健康素养提升提供一定的策略依据。。 🌟访谈方式 1.线上线下均可（线下只接受北外校内访谈～） 2.访谈时长：30min-60min，视具体情况而定。 3.备注：需要访谈者提供基础身份信息（承诺仅用于本篇论文研究，相关身份资料在论文中会以匿名形式出现） 🌟受访者要求： 1. Deepseek问诊深度使用者（使用频率过去半年在6次以上，每次对话不少于3组） 2. 对于AI问诊有自己的见解 如有其他AI平台的问诊经验，也可以来和我分享~ 🎆声明与报酬 - 本人保证：访谈内容仅作为学术研究使用，绝不会泄露个人信息与隐私。 - 可提供20元报酬（线下掉落小零食/奶茶），可接受互访~ 	 #AI人工智能#AI聊天#问诊#ai问诊#人工智能发展#毕业论文
08-24",Lucky Super,"🙌
08-24
赞
回复",
AI问诊,1,68ab19b5000000001d0091fa,https://www.xiaohongshu.com/explore/68ab19b5000000001d0091fa?xsec_token=AB28EpcxOgfAmiDWJmSsxCTciFMM18IECKUsfiO9ytUtA=&xsec_source=pc_search&source=web_search_result_notes,,,08-24,,7,,"AI问诊访谈招募！！！
hello大家~我是北京外国语大学国际新闻与传播学院研究生，正在为毕业论文招募访谈对象！ 🌟主题：用户AI问诊的动机与健康认知 🌟研究目的：明确AI问诊的特征，增进社会对于AI问诊的理解，进一步促进人工智能问诊的应用，加速人工智能与医疗领域的深度融合。与此同时，通过检视问诊行为背后的动机转向，了解用户问诊心理，为用户健康素养提升提供一定的策略依据。。 🌟访谈方式 1.线上线下均可（线下只接受北外校内访谈～） 2.访谈时长：30min-60min，视具体情况而定。 3.备注：需要访谈者提供基础身份信息（承诺仅用于本篇论文研究，相关身份资料在论文中会以匿名形式出现） 🌟受访者要求： 1. Deepseek问诊深度使用者（使用频率过去半年在6次以上，每次对话不少于3组） 2. 对于AI问诊有自己的见解 如有其他AI平台的问诊经验，也可以来和我分享~ 🎆声明与报酬 - 本人保证：访谈内容仅作为学术研究使用，绝不会泄露个人信息与隐私。 - 可提供20元报酬（线下掉落小零食/奶茶），可接受互访~ 	 #AI人工智能#AI聊天#问诊#ai问诊#人工智能发展#毕业论文
08-24",好困喔,"举手
08-27
赞
回复",
