keyword,page,note_id,note_url,user_name,user_home,publish_time,reposts,comments,likes,content,comment_user,comment_content,comment_likes
人工智能问诊,1,68ceba79000000000b03f003,https://www.xiaohongshu.com/explore/68ceba79000000000b03f003?xsec_token=ABtsa_e67MUHbv1TULGL0YlDMN-ZeYaM3YDtZKzYznXy8=&xsec_source=pc_search&source=web_search_result_notes,,,编辑于 09-20,,6,,"“都是医院IT技术部门和相关厂家的自嗨…”🥲
这几个产品都是大模型火了以后，各个医院以及厂商争相部署宣传的，各种PR稿满天飞，一线临床医生真实的使用效果到底如何呢？我一直非常好奇，今天终于有机会了解到一些情况，整体结论是，使用率非常非常低，几乎没有使用，如题，“根本就没有考虑到我们临床医生的真实使用场景和需求，非但没有提升效率，反而增加了很多麻烦”—— 	 — #AI患者预问诊 ：首先，本身就没有多少患者使用，你想想患者为什么要用这个？有什么收益？都要来医院了还跟一个磕磕绊绊的机器人聊个啥劲儿？不管是初诊还是复诊，无论是什么病情症状，问的都是千篇一律的套话，没啥实质性意义。其次，生成的结果结果根本无法使用，很多都是垃圾内容，医生还要挑捡着删除、修改，有这点功夫早就手动做完了。 	 — #AI病历生成 ：外科那边貌似用的还行，他们的出院小结好写啊，住院时间也不长，病历相对简单，AI生成的也快，我们内科是不用的，太耽误事儿，生成一个要几分钟甚至更长时间，等不起啊，并且内科的病历太复杂，AI根本理解不了，生成的结果差劲儿得很，还不如自己写。 	 — #AI病历质控 ：本来质控规则就那么点儿，一张A4纸都写不满，AI给我生成四五页纸的质控修改意见，这不是没事找事吗？ 	 — #AI查房记录 ：还有那个什么AI查房记录，先不说我必须在嘈杂的病房对着手机一字一句用非常标准的普通话去说，并且还得一遍一遍重复病人没说清楚的内容，你看看设计的啥垃圾产品，每次只能说一分钟，每分钟生成的内容还不能合并，无语了。 	 还有很多，其实我能听出来，医生对AI还是抱有很大的预期，希望能够帮助他们提高看病效率，但实际上，无论是AI技术能力，还是产品设计，都远远没有达到可用的效果反而增添了很多麻烦。虽然如此，我个人还是对#医疗AI 抱有非常乐观的态度，一切在路上，任重道远，且行且珍惜。共勉。#医疗大模型落地#医疗大模型#医院高质量发展#医疗人工智能#医院信息科
编辑于 09-20",Sumura🌼🌞,"我们做了一篇和医生病人NHS IT和其他相关利益人员的定性分析研究，做ChatGPT解读医学报告的测试，问题实在太多了，自研模型也不是那么容易能应用而且大家愿意使用的
09-23
赞
2",
人工智能问诊,1,68ceba79000000000b03f003,https://www.xiaohongshu.com/explore/68ceba79000000000b03f003?xsec_token=ABtsa_e67MUHbv1TULGL0YlDMN-ZeYaM3YDtZKzYznXy8=&xsec_source=pc_search&source=web_search_result_notes,,,编辑于 09-20,,6,,"“都是医院IT技术部门和相关厂家的自嗨…”🥲
这几个产品都是大模型火了以后，各个医院以及厂商争相部署宣传的，各种PR稿满天飞，一线临床医生真实的使用效果到底如何呢？我一直非常好奇，今天终于有机会了解到一些情况，整体结论是，使用率非常非常低，几乎没有使用，如题，“根本就没有考虑到我们临床医生的真实使用场景和需求，非但没有提升效率，反而增加了很多麻烦”—— 	 — #AI患者预问诊 ：首先，本身就没有多少患者使用，你想想患者为什么要用这个？有什么收益？都要来医院了还跟一个磕磕绊绊的机器人聊个啥劲儿？不管是初诊还是复诊，无论是什么病情症状，问的都是千篇一律的套话，没啥实质性意义。其次，生成的结果结果根本无法使用，很多都是垃圾内容，医生还要挑捡着删除、修改，有这点功夫早就手动做完了。 	 — #AI病历生成 ：外科那边貌似用的还行，他们的出院小结好写啊，住院时间也不长，病历相对简单，AI生成的也快，我们内科是不用的，太耽误事儿，生成一个要几分钟甚至更长时间，等不起啊，并且内科的病历太复杂，AI根本理解不了，生成的结果差劲儿得很，还不如自己写。 	 — #AI病历质控 ：本来质控规则就那么点儿，一张A4纸都写不满，AI给我生成四五页纸的质控修改意见，这不是没事找事吗？ 	 — #AI查房记录 ：还有那个什么AI查房记录，先不说我必须在嘈杂的病房对着手机一字一句用非常标准的普通话去说，并且还得一遍一遍重复病人没说清楚的内容，你看看设计的啥垃圾产品，每次只能说一分钟，每分钟生成的内容还不能合并，无语了。 	 还有很多，其实我能听出来，医生对AI还是抱有很大的预期，希望能够帮助他们提高看病效率，但实际上，无论是AI技术能力，还是产品设计，都远远没有达到可用的效果反而增添了很多麻烦。虽然如此，我个人还是对#医疗AI 抱有非常乐观的态度，一切在路上，任重道远，且行且珍惜。共勉。#医疗大模型落地#医疗大模型#医院高质量发展#医疗人工智能#医院信息科
编辑于 09-20",peppa,"病历质控还是用的多的，能够过程质控
09-28
1
回复",
人工智能问诊,1,68ceba79000000000b03f003,https://www.xiaohongshu.com/explore/68ceba79000000000b03f003?xsec_token=ABtsa_e67MUHbv1TULGL0YlDMN-ZeYaM3YDtZKzYznXy8=&xsec_source=pc_search&source=web_search_result_notes,,,编辑于 09-20,,6,,"“都是医院IT技术部门和相关厂家的自嗨…”🥲
这几个产品都是大模型火了以后，各个医院以及厂商争相部署宣传的，各种PR稿满天飞，一线临床医生真实的使用效果到底如何呢？我一直非常好奇，今天终于有机会了解到一些情况，整体结论是，使用率非常非常低，几乎没有使用，如题，“根本就没有考虑到我们临床医生的真实使用场景和需求，非但没有提升效率，反而增加了很多麻烦”—— 	 — #AI患者预问诊 ：首先，本身就没有多少患者使用，你想想患者为什么要用这个？有什么收益？都要来医院了还跟一个磕磕绊绊的机器人聊个啥劲儿？不管是初诊还是复诊，无论是什么病情症状，问的都是千篇一律的套话，没啥实质性意义。其次，生成的结果结果根本无法使用，很多都是垃圾内容，医生还要挑捡着删除、修改，有这点功夫早就手动做完了。 	 — #AI病历生成 ：外科那边貌似用的还行，他们的出院小结好写啊，住院时间也不长，病历相对简单，AI生成的也快，我们内科是不用的，太耽误事儿，生成一个要几分钟甚至更长时间，等不起啊，并且内科的病历太复杂，AI根本理解不了，生成的结果差劲儿得很，还不如自己写。 	 — #AI病历质控 ：本来质控规则就那么点儿，一张A4纸都写不满，AI给我生成四五页纸的质控修改意见，这不是没事找事吗？ 	 — #AI查房记录 ：还有那个什么AI查房记录，先不说我必须在嘈杂的病房对着手机一字一句用非常标准的普通话去说，并且还得一遍一遍重复病人没说清楚的内容，你看看设计的啥垃圾产品，每次只能说一分钟，每分钟生成的内容还不能合并，无语了。 	 还有很多，其实我能听出来，医生对AI还是抱有很大的预期，希望能够帮助他们提高看病效率，但实际上，无论是AI技术能力，还是产品设计，都远远没有达到可用的效果反而增添了很多麻烦。虽然如此，我个人还是对#医疗AI 抱有非常乐观的态度，一切在路上，任重道远，且行且珍惜。共勉。#医疗大模型落地#医疗大模型#医院高质量发展#医疗人工智能#医院信息科
编辑于 09-20",果然多-,"很长一段时间，AI只给建议就行，别想着替代，在过程中积累数据，在考虑下一步才是
09-29
1
回复",
人工智能问诊,1,6923ba32000000000d036d5b,https://www.xiaohongshu.com/explore/6923ba32000000000d036d5b?xsec_token=ABL5Hn0wqJ2hoUSOy1rPsFJGuCCb9URbW7qXbd4Knh-uU=&xsec_source=pc_search&source=web_search_result_notes,,,11-24 广东,,2,,"AI医疗实测🔥小荷vs AQ谁更值得冲？看病前必
AI医疗实测🔥小荷vs AQ谁更值得冲？看病前必看！ 宝子们！现在身体不适先问AI已经成新潮流啦～ 字节悄悄上线的小荷AI医生vs蚂蚁高调推出的AQ，实测后发现差异超大！到底该怎么选？今天一次性说清楚👇 ✨小荷AI医生：极简但精准的「前置问诊神器」 主打“看医生前，先问小荷”！功能超聚焦——报告解读、拍药识别、拍患处咨询，iOS/安卓版本按需精简，没有多余操作～ 全流程在一个对话框搞定，拍照→提问→出建议丝滑到飞起，还能智能识别报告是否本人，细节满分！ 最戳我的是“宁愿假阳不愿漏诊”的保守逻辑，明确自己是辅助工具，不越界超安心～ 适合感冒、用药疑问、报告看不懂这些高频小问题！ 💡AQ：生态庞大的「准医疗平台」 蚂蚁爸爸的资源真不是盖的！功能全面到能连接医生、药店、医疗机构，相当于把半个医疗体系搬线上～ 解读报告后会引导回答10+问题，流程严谨，适合需要深度咨询、后续要挂诊/买药的场景，商业闭环超完整！ 📌核心差异总结： ▫️小荷：轻量型选手，低门槛+高效率，主打“初步解惑”，体验感拉满 ▫️AQ：全能型选手，重生态+严流程，主打“全链路医疗服务”，专业性更强 其实没有绝对优劣！日常小毛病想快速get答案→冲小荷；需要系统医疗服务、深度咨询→选AQ～ 你更倾向用哪种AI医疗工具？是看重便捷性还是全面性？评论区聊聊你的看法呀～ #AI医疗#小荷AI医生#AQ#健康工具#数字医疗#看病攻略#智能生活#实用APP推荐
11-24 广东",陆时,"AQ的ui赢了，起码更好看一点
11-26浙江
赞
1",
人工智能问诊,1,6923ba32000000000d036d5b,https://www.xiaohongshu.com/explore/6923ba32000000000d036d5b?xsec_token=ABL5Hn0wqJ2hoUSOy1rPsFJGuCCb9URbW7qXbd4Knh-uU=&xsec_source=pc_search&source=web_search_result_notes,,,11-24 广东,,2,,"AI医疗实测🔥小荷vs AQ谁更值得冲？看病前必
AI医疗实测🔥小荷vs AQ谁更值得冲？看病前必看！ 宝子们！现在身体不适先问AI已经成新潮流啦～ 字节悄悄上线的小荷AI医生vs蚂蚁高调推出的AQ，实测后发现差异超大！到底该怎么选？今天一次性说清楚👇 ✨小荷AI医生：极简但精准的「前置问诊神器」 主打“看医生前，先问小荷”！功能超聚焦——报告解读、拍药识别、拍患处咨询，iOS/安卓版本按需精简，没有多余操作～ 全流程在一个对话框搞定，拍照→提问→出建议丝滑到飞起，还能智能识别报告是否本人，细节满分！ 最戳我的是“宁愿假阳不愿漏诊”的保守逻辑，明确自己是辅助工具，不越界超安心～ 适合感冒、用药疑问、报告看不懂这些高频小问题！ 💡AQ：生态庞大的「准医疗平台」 蚂蚁爸爸的资源真不是盖的！功能全面到能连接医生、药店、医疗机构，相当于把半个医疗体系搬线上～ 解读报告后会引导回答10+问题，流程严谨，适合需要深度咨询、后续要挂诊/买药的场景，商业闭环超完整！ 📌核心差异总结： ▫️小荷：轻量型选手，低门槛+高效率，主打“初步解惑”，体验感拉满 ▫️AQ：全能型选手，重生态+严流程，主打“全链路医疗服务”，专业性更强 其实没有绝对优劣！日常小毛病想快速get答案→冲小荷；需要系统医疗服务、深度咨询→选AQ～ 你更倾向用哪种AI医疗工具？是看重便捷性还是全面性？评论区聊聊你的看法呀～ #AI医疗#小荷AI医生#AQ#健康工具#数字医疗#看病攻略#智能生活#实用APP推荐
11-24 广东",古记小猫咪,"这种场景不应该冲王小川吗ying.ai
11-24北京
1
1",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",兔崽子,"太牛啦，就等你了
11-16广东
1
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",可可,"好厉害呀芝士🧀
11-14广东
1
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",小红薯,"有没有影像学学习通总论的作业答案呀
11-16广东
赞
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",running,"怎么问的。
11-14广东
赞
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",小红薯650524AE,"达标标准学生多次练习最高分达到60分，这个是什么意思啊
昨天 18:41四川
赞
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",故奈,"宝子，求这个怎么调教啊
11-14四川
赞
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",momo,"这个会记到平时分里面吗
2天前山西
赞
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",兔崽子,"怎么问的
11-16广东
赞
回复",
人工智能问诊,1,6915d9050000000007039aad,https://www.xiaohongshu.com/explore/6915d9050000000007039aad?xsec_token=ABDzXTj_blpD2t_xT362_K20fP3ttgobN9oZmmYCB22rI=&xsec_source=pc_search&source=web_search_result_notes,,,11-13 广东,,9,,"嘻嘻，这个诊断AI问诊我总算整明白了
哈哈哈哈，AI对战AI哈哈哈哈，第一次把患者问死了，笑死我了。#当代医学生#医学生学习#线上诊疗看病#临床医学#诊断学
11-13 广东",GDMU芝士搬运工作者,"得调教好AI哈哈哈哈哈哈
11-13广东
赞
回复",
人工智能问诊,1,69319d59000000001d0387ba,https://www.xiaohongshu.com/explore/69319d59000000001d0387ba?xsec_token=ABI7MhF9Jszakgd2BpvRxTI5cQhj8nQxwwZzcqO6-qhMA=&xsec_source=pc_search&source=web_search_result_notes,,,4天前 浙江,,0,,"28岁的亚健康人，每天都在被健康问题困扰
感觉25一过身体就在变差，有时候早上起来也会觉得腰疼，睡了好久的午觉也依然很累，开始被各种健康问题困扰着。问遍了几种Ai，AQ是我认为回答身体问题比较靠谱的一个。 首先回答比较细致专业，会会追问我的病情细节，不会像百度一样给出太笼统或者太吓人的回答。 其次，有医生介绍栏，甚至可以直接就在AQ上挂好附近的🏥的号了。 另外它给我开了一个个人档案，回答问题时会结合我以前问过的的身体问题，来回答当时的另一个问题，“记忆力”不错。 慢慢调教，感觉会变成一个很了解我身体的🧑‍⚕️朋友，随时想到随时问，尤其适合我们这种小毛病不断的亚健康人群，希望借助它也能把身体慢慢调理好。 	 #AQ#亚健康#科技改变世界#好奇心25+#身体调节#AI问诊
4天前 浙江",,,
人工智能问诊,1,68383388000000002101855e,https://www.xiaohongshu.com/explore/68383388000000002101855e?xsec_token=AB_j7HG5MNR-tp8Z8ECWppGFRAX_ZlwLVZK2pSGW1Jbs4=&xsec_source=pc_search&source=web_search_result_notes,,,05-29,,1,,"中医ai问诊机器人，发展新趋势 ﻿#ai﻿ ﻿#中医﻿ ﻿#中医传承﻿ ﻿#人工智能﻿
05-29",Easy money,"这个机器想了解一下
06-24
赞
回复",
人工智能问诊,1,68383388000000002101855e,https://www.xiaohongshu.com/explore/68383388000000002101855e?xsec_token=AB_j7HG5MNR-tp8Z8ECWppGFRAX_ZlwLVZK2pSGW1Jbs4=&xsec_source=pc_search&source=web_search_result_notes,,,05-29,,1,,"中医ai问诊机器人，发展新趋势 ﻿#ai﻿ ﻿#中医﻿ ﻿#中医传承﻿ ﻿#人工智能﻿
05-29",Easy money,"这个机器想了解一下
06-24
赞
回复",
