keyword,url,user,comment_content
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,兔崽子,太牛啦，就等你了
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,可可,好厉害呀芝士🧀
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,小红薯,有没有影像学学习通总论的作业答案呀
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,running,怎么问的。
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,小红薯650524AE,达标标准学生多次练习最高分达到60分，这个是什么意思啊
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,故奈,宝子，求这个怎么调教啊
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,momo,这个会记到平时分里面吗
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,兔崽子,怎么问的
人工智能问诊,https://www.xiaohongshu.com/explore/6915d9050000000007039aad,GDMU芝士搬运工作者,得调教好AI哈哈哈哈哈哈
人工智能问诊,https://www.xiaohongshu.com/explore/68383388000000002101855e,Easy money,这个机器想了解一下
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,WwenRou作者,宝宝们我没事儿，谢谢大家关心，我工作太忙了身体最近也没有什么不适，所以一直没去医院检查，心思这周抽一天时间去看看也放心 置顶评论 07-11 28
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,白色浪花,去！必须去！ 07-11 1
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,momo,姐妹你要不还是去医院看看吧，虽然不知道你是什么症状，如果是心脏相关的最好还是看看吧 07-08 12
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,蔗糖T^T,你还在吗？如果有碰到比较严重的症状的话第一时间就医。
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,诈骗专家的猎犬,ai一般不准，毕竟ai技术还不是很成熟，但还是最好去医院看看 07-08 33
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,猫条酱.（停谷失败版）,现在就去！快去！现在！立刻！马上！去！浪费钱也得去，看急诊也得去！给我马上去听见了吗！别想着等等再去！快去！！！穿上衣服！去医院！就现在！快去！ 07-11 3
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,呀咦噢,赶紧去看医生 07-09 2
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,珠珠不咬人,你去医院了吗
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,看到我请提醒我去画画,还活着吗？ 07-11 1
人工智能问诊,https://www.xiaohongshu.com/explore/686c84ae0000000012021787,凤梨销冠,你自己都这么不舒服尿血了去看医生啊 07-08 2
人工智能问诊,https://www.xiaohongshu.com/explore/67518b21000000000202acc3,001,请问对本地部署的电脑有啥要求吗？ 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/67518b21000000000202acc3,鸭梨来吃宵夜,请问怎么下载这个医疗数据集呢
人工智能问诊,https://www.xiaohongshu.com/explore/67518b21000000000202acc3,Jay_t0nq,啊啊啊医疗数据集的图片可以分享一下吗 求求了今晚截止 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,咪老师,GPT老师成功改善了我女儿的脱发 09-22 49
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,momo,我三年的长新冠终于被GPT找到了原因 09-22 3
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,momo 看剧版,博主能不能分享一下怎么训练的，怎么提问，怎么交流的
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,0868587,说的没错，我通过dpseek不断提问，训练，最后基本从中医角度确诊了我的体质，这样后面大夫开的药就可通过dp分析对不对症了，吃错药太恐怖 09-23 41
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,LAN,三甲医院的医生都很忙，拿到报告单挑重点就下一个了，把结果给GPT，准一分析，简直太神奇了，而且非常详细且专业，甚至还有安慰以及鼓励的一些话语，情绪价值拉满！Ai真的强大。。。。
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,吗喽吃芒狗,是的。。gpt刚刚帮我确诊了我被beg bug咬了。。不然是死活想不到的 09-23 19
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,躺平鼻祖,是不是国内不让用GPT呢 09-23 2
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,买南北,我老公咳嗽大半年，医院做了CT，吃了好多药都不好。最后靠人工智能找到了病因，很快好了。
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,慕容冰糕,是的，我从小到大都没有医生看出来的问题，我把体检报告发给GPT，它一眼就看出来了，再去检查验证，一点都没错。 09-21 54
人工智能问诊,https://www.xiaohongshu.com/explore/68cd25a2000000001202f372,Karen Meng,加拿大家庭医生和第一个皮肤专科一直判断我是湿疹 但Chatgpt说我是紫癜，结果转第二个专科果然确诊紫癜 09-23 3
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,momo,把症状描述清楚，ds开的方不差 02-08 13
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,勇敢的小鸟☀,ds解释得清楚，而且每一种药为什么开会给出逻辑，还会把相生相克解释清楚，哪种药先煮哪种药后煮都会提醒，甚至还会把平替或者可能发生的症状及备选方案列出来，对患者来说就是挺友好的。好多医生不让患者看药方，想多问几句也不会特别清楚得解释出来，而且不同的医生还会有不同的诊断结果，对患者来说沟通上总感觉不落地。虽然我还没勇到直接拿ds的方子开药，但我让它给我把一星期的食谱设计了一下，还有代茶饮也让它给了我一点建议，吃又吃不坏，它还能说出逻辑，我觉得挺好的。 02-09 70
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,豆蔻词工,早晚的事，以后ai肯定抢过99.99%的医生 02-09 1
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,小红薯5F1662AE,为啥还要找你啊，直接上药店抓药不行吗？是不是有些药只能由医生开出 02-10 1
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,Destiny,不是 没有化验检查就敢开药啊光腹痛症状能诊断出具体疾病？ 02-15 15
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,娜娜na～～,真的可以的。我试过，辨证分析我的病情和开的方都和中医给我开的大差不差。当然我没吃 PS我是学中医的 02-11 12
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,杠天动地黄小牙,还有中医就算了吧，虽然目前能把望闻问切都掌握得比较好的医生很少。才会导致感觉ai都可以取代中医了？的错觉 02-12 3
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,文创设计师张张,我觉得还可以吧！比大部分中医强 02-18 1
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,煜哈哈🏸,我只希望用ds开的中药方子，如果没有药效就别诬陷我中医废就好！ 02-11 1
人工智能问诊,https://www.xiaohongshu.com/explore/67a6e546000000001902df19,小红薯6788C6AE,能把自己的症状描述清楚，能看懂deepseek说什么，是没问题的 02-22 1
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,Emma,婶儿，求看，谢谢 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,W今天不忙～,求看 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,扁担宽宽,叮叮 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,苹果,求看 婶子 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,小红薯691473C2,求看
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,🐰,婶儿，我也来凑凑热闹，我也要看 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,小张,给大婶儿顶顶大婶儿很厉害 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/670f5152000000001402c56e,禾禾,我呢我呢 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,空野,我们医院发文鼓励用DeepSeek ，而且每台办公电脑上都安装了 05-23 99
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,咯吱盒,就是可能区别是这样的，医生问的是，直肠癌AJCC分期T3肿瘤是多大来着，然后获得一个已经公认的只是他忘了的答案，非学医人问的是，我今天大便有点血是直肠癌吗 05-30 547
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,where,医生用deepseek可以分辨哪些信息可用可靠 而患者分辨不了 这就是区别 05-25 734
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,柚柚不苦🍊,没必要有偏见，医生也是人，不是硬盘，脑袋里记不了那么多的知识，有些时候想不起来查一查，或者有什么新的进展也可以查一查，很正常 05-26 45
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,DrC,有没有一种可能，他只是趁着看诊空隙，在用ds搞科研（反正我出夜班急诊没病人的时候这么干过 05-25 16
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,小红薯64FE6E6B,评论区有些人要是知道住院时管你的一线医生是个连证都没有的人咋办，下医嘱开药开演得看电子书开多少 06-19 14
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,贪生pass,最近科室疑难病例讨论的时候，主任都会说让deepseek也分析一下，ai也是需要专业领域的人不停喂养的，检索的人越专业，提出的问题就越值得思考，对它也是一种锻炼，对大家的全面思考也是一种启发。 06-07 51
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,水瓶,我有个问题，为什么突然这么多人找医生医院的问题啊？我没恶意哈 06-09 2
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,疏影,我认为的急诊是，很重的车祸伤，吃错东西洗胃，缺氧气胸之类，急诊医生对这些危及生命的病，非常熟练抢救。但是，有的人哪稍微疼一下，下班去看急诊，破点皮，就跑去急诊又不能拒诊，不是每个科室的知识都是精通，所以查一下放心一些，害怕自己记错了误诊 06-19 3
人工智能问诊,https://www.xiaohongshu.com/explore/683014e1000000002300fdbb,心态平和,果然啊，想医闹的人无所不在 05-31 27
人工智能问诊,https://www.xiaohongshu.com/explore/6921813f000000001e020655,小o作者,完整垫子版已整理“已关”拿走就行 置顶评论
人工智能问诊,https://www.xiaohongshu.com/explore/6921813f000000001e020655,X,已关 11-22山西 1
人工智能问诊,https://www.xiaohongshu.com/explore/6921813f000000001e020655,xx,已关 11-22福建 1
人工智能问诊,https://www.xiaohongshu.com/explore/6921813f000000001e020655,雅思我最后的倔强(保研上岸版),已关 11-22新疆 1
人工智能问诊,https://www.xiaohongshu.com/explore/6921813f000000001e020655,可欣__,已关
人工智能问诊,https://www.xiaohongshu.com/explore/6921813f000000001e020655,N⃕E⃕T⃕4L⃕I⃕V⃕E⃕,已關 11-23中国
人工智能问诊,https://www.xiaohongshu.com/explore/67a9fbfd0000000029028a45,黑色入夜,我要看病怎么找deePseeK怎么用
人工智能问诊,https://www.xiaohongshu.com/explore/691a310a0000000004028718,Garfield🎾🎱,用了ai那么多医疗骗局骗谁去
人工智能问诊,https://www.xiaohongshu.com/explore/691a310a0000000004028718,智诊- WiseDiag,我们深耕医疗大模型 AI确实发展很快。惊人的速度
人工智能问诊,https://www.xiaohongshu.com/explore/691a310a0000000004028718,AI治理Cornelia（名校大厂）,AI工具的用途由资本决定，这意味着医疗AI不仅是技术问题，更是权力和利益分配 11-18中国
人工智能问诊,https://www.xiaohongshu.com/explore/6880915700000000170324fc,宴宴,我每次都让AI不使用自媒体来源太雷人了 07-23 3
人工智能问诊,https://www.xiaohongshu.com/explore/6880915700000000170324fc,丕拯泰来,Ai上的内容也不靠谱
人工智能问诊,https://www.xiaohongshu.com/explore/6880915700000000170324fc,文老师,Deepseek就比较喜欢打胡乱说，查消息时候就小心被坑 07-23 3
人工智能问诊,https://www.xiaohongshu.com/explore/6880915700000000170324fc,硬核创客,这个很实用！尤其是用Ai看检测报告单 07-23 3
人工智能问诊,https://www.xiaohongshu.com/explore/6880915700000000170324fc,Hebe爸爸,确实，AI有时候真的一本正经胡说八道，还死不承认 07-23 3
人工智能问诊,https://www.xiaohongshu.com/explore/68898e0c00000000030266de,段晓剑,已关
人工智能问诊,https://www.xiaohongshu.com/explore/68898e0c00000000030266de,小红薯68DC3FE6作者,📝过来人觉得其实 自学AI医疗 坚持下来真的没那么难。这期间用过的累计的文献，网课，文件，资料，干货，丢掉怪可惜的，有人要咩，允许白嫖，回“已关”拿走
人工智能问诊,https://www.xiaohongshu.com/explore/66169463000000001b012650,123456,在哪里可以看到 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/66169463000000001b012650,pavel,怎么联系 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/66169463000000001b012650,那个姑娘💎,你好，怎么购买 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/66169463000000001b012650,喵了个咪,这个咋联系 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/66169463000000001b012650,说她无所谓,这个机器怎么买
人工智能问诊,https://www.xiaohongshu.com/explore/66169463000000001b012650,中医智能机器人 刘经理,有意向可以私聊 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/692ed6e6000000001b02398d,请把盘子舔干净,Claude＞Gemini＞GPT＞grok＞豆包＞deepseek
人工智能问诊,https://www.xiaohongshu.com/explore/6919b90d000000000503a333,蒋勇飞,什么价格？
人工智能问诊,https://www.xiaohongshu.com/explore/6919b90d000000000503a333,马来高品质燕窝工厂,什么价格
人工智能问诊,https://www.xiaohongshu.com/explore/6562c09b000000000f02a004,Sir Ribbit,我发现这个ai特别喜欢去医生家，这是什么鬼啊 2023-11-26 1
人工智能问诊,https://www.xiaohongshu.com/explore/6562c09b000000000f02a004,麈骶,这个在哪里可以玩啊 2023-11-26 1
人工智能问诊,https://www.xiaohongshu.com/explore/6562c09b000000000f02a004,糖诗.,为什么他一定要转到微信呢 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/6562c09b000000000f02a004,一定暴富,我的太正经了，不好玩怎么办？而且他是直接说话，没有(患者:) 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,Ground Zero,我就拿着DS的结果问了医生，医生说AI不能代替临床诊断，其实DS的结果是很不好的，希望医生能给我一点不一样的结果… 02-17 17
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,安猪斑比,DS出了个特别严重的结果，现在等着挂华西的号小红书好多人都说准，快要把我吓死了，唉，感觉在挂到号前就能被吓得够呛 02-25 9
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,晨程,Ds把最严重的说，就怕万一怪它怪它公司
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,噩梦快结束吧,DS给我的结果是好的...医生说要排除胆管癌和骨髓瘤 我现在饭都吃不下了...就一个alp503 vd9.84 钙1.7 把我这几天搞得寝食难安 04-24 3
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,子云💦,我把报告发给Ds，说癌症转移了
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,格里痱子,很多人不知道大语言模型到底干嘛的，它的最根本目的是把对话进行下去，为此可以编造任何内容。不要把大语言模型当作电影小说里的全能ai，它们真的没那么权威。 02-12 63
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,抹茶旦旦,小病比如细菌病毒感染，把化验结果发给ds我感觉还更好点，医生看到不严重的都是话不过三句，看了白看 06-08 5
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,策马踏花,DS和豆包给的方案不一样，他妈的DS专门吓人，吓得我之前都有点抑郁了！一问医生什么事都没有。 10-21 2
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,shu,像搜索升级版，代替不了医生。 03-05 3
人工智能问诊,https://www.xiaohongshu.com/explore/67a4358b00000000290257b2,初柊,生化后出血我感觉尿尿有点痛，怕感染，今天去医院检查，医生说我宫颈烂完了，3度了，说的好像我得绝症了一样[呃R]然后她让我打针上药，我拒绝了，用deepseek看报告，它建议我拿着报告去别的医院拿点药，先治疗阴道炎跟膀胱炎先，等过几天再去查查TCT HPV
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,鹿鹿,我相信我们医院宁愿把它接到病案科也绝对绝对绝对不会让临床用的 03-14 142
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,用户已注销,我们医院写病历的电脑都不能连外网有的科室还在手写病历等我们医院用上可能得十年后了 03-15 18
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,用户已注销,花了钱就算让医生来写诊断，让ai写我自己在家能写一堆。病例涉及到以后保险购买和报销，如果我去的医院用ai生成病例，我直接走人。 03-17 17
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,一口辰,那完蛋了，以后部分科室还怎么屎上雕花？ 03-14 403
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,鱼丸儿,在信息科干活，每次去处理问题都要被问医院有没有deepseek，怎么装 03-15 15
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,momo,鄙院高质量发展大会的时候医务科说要引入ds做病历质控，给你临床写病历？想多啦😊 03-14 6
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,夏天的lukka,我们医院的系统也有了，不过不能直接生成到系统里，得自己再倒腾一下 03-14 6
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,akantos,这要是来个AI幻觉，那病历上不就乱套了…… 03-16 10
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,淼淼姐姐,感觉住院医的负担减轻了很多 更多注意力可以放在治病和思考上面 03-14 18
人工智能问诊,https://www.xiaohongshu.com/explore/67d36cf3000000000903945f,灰姑娘,好多ai，不知道最近为啥就这个老火
人工智能问诊,https://www.xiaohongshu.com/explore/67c851800000000028036a7b,阿南,CSCD是什么在医学
人工智能问诊,https://www.xiaohongshu.com/explore/67c91c08000000001201db4f,夏知了,请问，这个系统得在协和做检查才能用上了吧，如果是当地的电子图片不行吧？
人工智能问诊,https://www.xiaohongshu.com/explore/67c91c08000000001201db4f,小奇迹,ai现在可以用了吗
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,Dr. Kj,其实我觉得病人查完AI再去看医生是有利于医患沟通的。以前医生和患者说话经常鸡同鸭讲，始终不在一个频道。现在病人先预习了功课，再来听老师讲课，效果反而可能会好一点。 02-25 336
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,momo,试了一下，查出来的资料和参考文献全是编的不知道是不是我用的方法不对 02-25 49
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,TTs,问问ds：一根6米长的竹竿能通过高4.5米宽3.8米的城门吗？他就老实了 02-25 109
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,DErenzhe,你们应该解释为什么deepseek说的不对，如果对方完全不听的话，那就是他们的问题。 02-25 5
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,今天我家二娃还是这么可爱,我让ds给我总结最新文献全部都是瞎编的 复制doi一个都搜不到 这真的可以相信吗 02-25 7
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,Graceの养成日记,如果随手查查 deepseek 就能药到病除，那医生十几年学医生涯那算什么 02-25 14
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,momo,我是在小红书和deepseek那里知道我得了什么病，第一次去看医生医生真的给我误诊了，坚决说不会是这个病.....后来挂正确的科室才确诊 02-25 3
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,菲菲,。。尽信书不如不信。 02-24 25
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,Sia,Deepseek咋可能说用这个药就能好这种话，要不编的太离谱，要不患者理解力离谱 02-25 2
人工智能问诊,https://www.xiaohongshu.com/explore/67bc517a0000000029014c80,小野,你就说 反正我们不同意 哪家医院同意 你去哪家治去 02-25 23
人工智能问诊,https://www.xiaohongshu.com/explore/68d941a00000000012021c89,袁小麦,医疗AI，最重要的问题是一定要防止出现“幻觉”。
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,且咧喵,大框架没问题，还是有细节的错误，对乙酰氨基酚多数药品说明书的日最大量都是2g，4000mg有点太大了 01-28 271
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,鹿鹿,用药助手即将退休，感觉再过阵子我也可以退休了 01-28 148
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,乱乱-乱,我直接丢给它一张血气分析报告，分析得还是挺准的，治疗方案大方向也没问题，写病程的好帮手呀 01-28 111
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,扁宇宙,医学生、医务工作者慎用！除非是基于可信资料库做的检索和生成，否则很可能出现错误而不自知，最起码脑子里时刻绷紧一根弦：这东西说的不一定都是对的，也可能是胡说八道。 01-28 200
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,常威,会计永远不怕，因为ai不能坐牢 01-29 30
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,JennieSaggie,搞笑吧 不做检查能确诊复杂的病症吗？
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,老猫,医疗领域deepseek至少明显领先竞争对手，gpt4o在医疗领域完全没眼看，这个已经非常贴近了应用了，有参考价值了。 01-28 17
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,人脑堵塞再通员🧐,我的deepseek为啥用不了 老是在思考
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,Leo_o,AI还是不太敢信，用这个肯定是想着省事嘛，但是它给出的答案，比如说用药说明，万一跟药品说明书的不同，那不就被误导了……怀疑的根源在于之前试用chatgpt的时候，它胡编乱造回答我的问题 01-28 23
人工智能问诊,https://www.xiaohongshu.com/explore/67982ef8000000002a00e0e1,美丽人间,这个回答速度会不会很慢
人工智能问诊,https://www.xiaohongshu.com/explore/6560bd29000000001100e9c4,乐可,它竟然妥协做火箭了 2023-11-24 1
人工智能问诊,https://www.xiaohongshu.com/explore/6560bd29000000001100e9c4,圆皮作者,2023-
人工智能问诊,https://www.xiaohongshu.com/explore/692cfc4f000000001f00bd74,kevin,收费1.5-3块人民币都要抓
人工智能问诊,https://www.xiaohongshu.com/explore/692cfc4f000000001f00bd74,粉色小石头,哈哈，非法行医了
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,落影,流程大概是怎么样的，医生开好药直接支付吗？那是不是意味着线上的话没办法走医保？ 置顶评论 2024-07-17 6
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,8号佳丽,线上问诊能不能开到病假条啊 生病了不想动别提跑一趟医院
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,不呼吸,什么平台 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,第二支羽毛,怎么用？怎么问？ 05-04 1
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,泽白白白白白,下在在在在在这。z 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,木子,是儿科医生吗？ 2024-07-24 1
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,自信的小卷毛,他说不能教学是啥意思 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,Zehn,老师，请问问诊后大概多久回复呀？我的一下午了，我下午三点问的，现在七点半了都没回复
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,喵喵咪咪🌙,是的 终于不让我焦虑了 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/667d01cd000000001c02537f,阿秀,网络会诊记录可以打印么？在医院哪个科室可以打印 2024-
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,我梨爱生活作者,下午出门前…如图 置顶评论 10-27 9
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,momo,我天天问ds这个药干嘛用的那个药干嘛用的 10-28 22
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,佳诺,我们都一样 病人ai病情 我们可以ai病程不是 也是与时俱进了 10-28 13
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,momo,10-28 13
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,黑妹,ds 拯救了我很多不知道咋书写的现病史 10-28 6
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,💝💝,看到大家都这样我放心了 10-30 1
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,她等待刀尖已经太久,没有人懂一个学临床的写中药方剂作用是多么困难 10-30 3
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,momo,这个是豆包页面吗？
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,是我tomato,这是豆包吗
人工智能问诊,https://www.xiaohongshu.com/explore/68ff47530000000004021a89,静静爱黄辣椒,世界是草台班子，谁是能干谁是天才说不准的，或许大家都是，谁知道呢 10-27 1
人工智能问诊,https://www.xiaohongshu.com/explore/66d7af85000000001f0152e2,仧乆,谢谢 2024-09-09 1
